"Id","SalePrice"
1680,339243.064961759
1681,261411.658302712
1682,319712.573523456
1683,192000.455782921
1684,172346.856798278
1685,172282.953212153
1686,165958.405361049
1687,161843.500132256
1688,186938.231171762
1689,190641.065939654
1690,197069.082597513
1691,185510.46191
1692,255512.414879239
1693,168435.965968696
1694,184057.966213332
1695,166623.57052583
1696,257341.47692434
1697,171534.048423682
1698,348071.839639027
1699,321341.388779186
1700,263793.889630457
1701,276260.348613643
1702,234788.0728293
1703,239527.304678864
1704,271643.128897954
1705,241090.407574599
1706,266940.286656332
1707,224517.755690226
1708,209026.256930412
1709,261711.966875717
1710,212874.32040216
1711,272785.0606487
1712,261469.223255763
1713,275569.535774079
1714,217466.932692671
1715,209773.247401424
1716,176942.191649342
1717,170578.509018304
1718,152694.946991041
1719,200512.249816935
1720,236263.665743573
1721,158721.469601709
1722,140414.246061568
1723,151173.822035398
1724,205374.397042127
1725,231013.895003725
1726,192090.355343914
1727,153094.965946375
1728,171475.434862364
1729,166359.948635643
1730,142885.019485529
1731,114003.774418463
1732,131437.851562828
1733,115266.916922882
1734,124472.324247822
1735,123701.421857747
1736,108791.51609053
1737,337957.129732367
1738,277934.921849473
1739,256606.817513862
1740,219805.533814286
1741,198745.109933518
1742,175821.297890695
1743,177840.000640278
1744,343693.802272771
1745,214499.828579212
1746,185604.504452905
1747,229422.919737991
1748,222804.906198393
1749,152425.755042315
1750,130931.591798558
1751,243061.469059302
1752,118205.489446376
1753,146885.628519738
1754,186763.038348379
1755,171364.409738827
1756,128628.918830859
1757,121831.257127773
1758,146364.618788412
1759,155773.060157075
1760,164589.024586563
1761,139907.19343697
1762,174772.428591237
1763,173936.990684747
1764,114093.126357693
1765,154703.76651272
1766,178333.822142275
1767,205934.293558424
1768,141308.116774595
1769,165500.712035738
1770,152188.557068241
1771,129261.081386423
1772,132522.702008757
1773,123919.076978187
1774,138535.352598996
1775,137706.939883158
1776,132548.91577596
1777,108344.065307251
1778,141792.745771031
1779,119054.750618939
1780,162380.006089182
1781,127815.253288469
1782,90726.5866294227
1783,148316.257511015
1784,116499.44086397
1785,119588.091497873
1786,139789.525306489
1787,172067.235981155
1788,56278.6380975801
1789,95935.7297419383
1790,85514.1949443051
1791,179727.792520945
1792,157862.264664765
1793,131194.892829892
1794,151160.293639143
1795,132741.41828273
1796,134823.739522749
1797,114645.71040262
1798,128902.03435201
1799,113412.967018582
1800,135141.068714562
1801,130674.244693293
1802,125372.657016164
1803,148713.859258733
1804,135893.595793572
1805,135366.558663617
1806,130604.112024515
1807,132500.944849397
1808,129926.474832298
1809,124821.97063902
1810,142991.09149029
1811,96803.2156300337
1812,91661.9264143327
1813,121380.737721426
1814,91139.2113993513
1815,53735.6515362198
1816,93350.9703969513
1817,116695.00372071
1818,147541.113008168
1819,146103.905948376
1820,54372.8661593985
1821,123543.707091373
1822,155964.128002671
1823,40409.6530498694
1824,120480.831014302
1825,137037.538151977
1826,106221.231942662
1827,93609.8361062945
1828,130363.2039818
1829,117385.938772693
1830,150439.259522504
1831,149972.138139821
1832,87937.1530712559
1833,145383.509674402
1834,135502.772051509
1835,124477.512016064
1836,123229.978593248
1837,89187.8689876396
1838,120961.855474988
1839,112862.470390419
1840,166672.600342367
1841,134961.260762512
1842,94731.2976327063
1843,132666.7295331
1844,143319.927471146
1845,145790.623044727
1846,151623.86527989
1847,173343.666596925
1848,56101.0657715798
1849,113951.984851713
1850,118952.13977895
1851,150152.941538018
1852,128788.170940267
1853,132847.22865426
1854,161568.927187583
1855,158855.333110163
1856,223211.076727501
1857,138398.945589926
1858,137818.680378225
1859,120467.075985543
1860,154114.570561218
1861,120135.319742309
1862,296314.616110277
1863,288198.702829091
1864,288211.334241364
1865,351584.901284172
1866,326901.078496455
1867,230647.882660382
1868,282500.593846368
1869,199270.47250874
1870,222872.427791964
1871,259908.18192879
1872,172549.472732158
1873,253667.394116333
1874,149034.571265674
1875,203010.055607413
1876,200270.281894807
1877,211000.226495039
1878,189850.452037968
1879,135324.5348874
1880,137450.285051828
1881,246738.165219688
1882,236930.374934979
1883,190105.754824839
1884,203451.195139299
1885,230285.284361987
1886,281637.945637194
1887,209553.597372361
1888,267916.15988909
1889,164786.003902704
1890,122703.486048268
1891,127972.421450233
1892,103090.395153405
1893,136975.810797162
1894,129627.908620057
1895,136760.458362966
1896,131910.823283798
1897,119287.689567381
1898,127431.402266082
1899,158390.442042584
1900,160281.045577327
1901,159897.89703241
1902,146191.599631922
1903,201164.943602731
1904,134348.007218976
1905,184372.712538792
1906,125399.397624699
1907,192685.077098573
1908,107868.49181579
1909,132993.282207916
1910,120515.111996744
1911,196428.028838952
1912,238331.558860463
1913,138667.285304688
1914,50894.817507615
1915,314758.916444645
1916,83433.0700479822
1917,234489.757958662
1918,141288.795747739
1919,177348.072386588
1920,150585.418120659
1921,386711.710042008
1922,321897.53142711
1923,246785.461968493
1924,235974.521955956
1925,201002.547481947
1926,378962.222991573
1927,138093.92929938
1928,160899.92022193
1929,126843.652700689
1930,139126.584731903
1931,141102.455210906
1932,135095.956204246
1933,190218.802766701
1934,180668.085166775
1935,170879.544434887
1936,191410.464850201
1937,185741.50682402
1938,174409.992500907
1939,258939.931113432
1940,190237.496297522
1941,159612.959178687
1942,186907.738662649
1943,204227.100785752
1944,349826.884906287
1945,381294.786069784
1946,114181.058822838
1947,182160.682378672
1948,163634.694023321
1949,243808.113066224
1950,181146.635214717
1951,247541.995144297
1952,204765.740925386
1953,176551.865456504
1954,180937.419159493
1955,136212.32015863
1956,310931.953366849
1957,157639.80521838
1958,270600.811776068
1959,138805.518712792
1960,112677.470126848
1961,120962.456264412
1962,94878.5168416087
1963,102128.941644198
1964,103310.625236972
1965,144097.524339789
1966,135026.047311848
1967,302774.776557537
1968,433527.958730782
1969,382441.882629092
1970,420599.547374311
1971,469811.935438547
1972,381708.927359474
1973,278180.180299428
1974,336315.097363495
1975,528486.765008763
1976,283752.521373969
1977,354704.435223227
1978,351365.22774744
1979,335652.770896032
1980,202771.154338068
1981,351505.249612164
1982,240635.34212898
1983,204782.220483664
1984,164988.043812361
1985,238503.366596953
1986,197564.619076434
1987,173345.250236602
1988,176929.97078771
1989,188493.205160964
1990,211802.791105349
1991,249185.164401799
1992,217012.777840313
1993,168372.673076586
1994,220988.392469107
1995,181611.554539914
1996,261448.380003459
1997,312395.751132292
1998,319729.972311697
1999,296765.561403955
2000,321464.725216628
2001,282496.921405843
2002,250201.790137594
2003,251625.746821643
2004,283505.4619859
2005,229339.907559765
2006,225099.871214536
2007,249943.475896964
2008,215511.701149629
2009,196977.208444386
2010,188516.499598881
2011,150762.68679816
2012,169680.572843881
2013,180947.374330756
2014,187967.112718888
2015,202764.758290545
2016,194662.653340334
2017,194004.818318275
2018,119972.314395838
2019,132334.200162746
2020,104933.778152917
2021,105087.441136968
2022,184336.643955099
2023,134465.184603857
2024,275460.407541586
2025,370275.839073075
2026,175956.272664766
2027,161464.643676744
2028,148531.347770148
2029,167575.087236061
2030,266028.837518371
2031,240526.052313415
2032,260427.460313819
2033,256800.447775458
2034,170050.787487228
2035,222194.767093096
2036,190657.686222977
2037,204947.076215402
2038,317364.714993568
2039,231539.487545627
2040,295790.018875221
2041,307311.442313727
2042,208851.502922509
2043,173568.434771771
2044,161666.52498562
2045,210030.102153439
2046,148382.967985881
2047,141642.225580482
2048,140190.682482924
2049,135104.304159479
2050,173278.644919493
2051,105653.851269164
2052,122732.889962948
2053,147074.278436153
2054,108677.277812308
2055,164451.427557036
2056,147820.563587325
2057,108298.381949911
2058,209302.278654268
2059,133309.815978048
2060,171091.789778591
2061,169634.7414564
2062,129702.511838858
2063,118191.338971664
2064,138063.229023475
2065,112258.494351691
2066,167358.805843813
2067,125735.318435954
2068,136601.388786266
2069,80078.3286710397
2070,118612.064419536
2071,91025.5554276976
2072,146680.69740636
2073,136477.95227537
2074,182193.785093441
2075,147918.558824873
2076,119613.902792248
2077,158505.839883309
2078,131918.405218537
2079,132213.038125396
2080,119373.782508344
2081,128693.917391795
2082,127449.382366795
2083,139548.356468765
2084,111750.580595513
2085,118430.94773006
2086,95524.8761268465
2087,117613.881713231
2088,103853.34594391
2089,77165.5063200879
2090,132124.63525785
2091,128692.350914446
2092,125294.932480047
2093,111417.614914211
2094,110476.50966762
2095,145326.937450656
2096,80162.3188438572
2097,104163.451857642
2098,144608.897026708
2099,58948.479738755
2100,74784.2342933852
2101,113784.596903805
2102,125466.120441685
2103,109405.297151109
2104,137158.474545276
2105,150211.323493342
2106,69314.1531808427
2107,181381.552747273
2108,115426.684174357
2109,110839.312995017
2110,115455.295292415
2111,128498.417203297
2112,141965.560384109
2113,123116.652135218
2114,112828.073104836
2115,154798.713006952
2116,108845.200801126
2117,145444.87319016
2118,121010.424449185
2119,115811.44708206
2120,124157.60470346
2121,84996.8727843073
2122,109941.871727208
2123,76634.7595788274
2124,153565.364317459
2125,138339.443156192
2126,157478.852238151
2127,156820.038226757
2128,136925.40268641
2129,90541.5561408184
2130,127852.796454448
2131,143850.508907725
2132,112300.494784263
2133,117186.231878688
2134,123573.703353335
2135,93577.5177593802
2136,73291.2728728463
2137,107444.440534568
2138,126982.308440841
2139,148897.026388903
2140,146400.430663094
2141,159446.570334563
2142,124339.211685458
2143,140111.18776692
2144,136674.95134511
2145,137410.285199638
2146,166765.455562915
2147,152287.210988588
2148,132645.378902327
2149,143091.095731321
2150,231636.465092729
2151,122763.146262399
2152,163904.563287074
2153,165951.761145824
2154,99578.4081869822
2155,146535.381104443
2156,247787.503821726
2157,227241.521047495
2158,230002.779048092
2159,203702.119403861
2160,172058.54039284
2161,239293.222642006
2162,386961.229822548
2163,339142.758316524
2164,246647.315053046
2165,206520.617028957
2166,155706.016177892
2167,217488.242591975
2168,208146.416917239
2169,198544.731738892
2170,221218.593352735
2171,158484.779581312
2172,134512.79843361
2173,173118.844350837
2174,224391.388987194
2175,286408.231078883
2176,300678.512042636
2177,236060.919053477
2178,210287.805724575
2179,143938.885334556
2180,204563.475184431
2181,188020.846227365
2182,214079.436806581
2183,188277.688205487
2184,123362.979914838
2185,119999.59758698
2186,151249.763615976
2187,149535.955088377
2188,152331.739243447
2189,296500.2572524
2190,80332.5409333918
2191,80201.4555678274
2192,86164.9876573764
2193,116170.446044677
2194,111570.751597641
2195,106456.655114476
2196,111713.80787161
2197,119141.189121473
2198,140135.772511512
2199,180482.644267121
2200,154121.611785944
2201,141367.357340904
2202,218587.267851728
2203,146070.340167886
2204,166814.059191951
2205,122059.25342863
2206,138339.848762561
2207,234482.623321441
2208,185395.202885783
2209,233131.459836068
2210,114541.367410326
2211,109141.781954832
2212,119543.653913835
2213,99643.7750062325
2214,131088.444470776
2215,96496.9656199352
2216,137643.740602543
2217,103919.635877556
2218,77828.2803812784
2219,61829.6018551937
2220,77460.0344765574
2221,315553.079777415
2222,278931.114232888
2223,267813.069549699
2224,207549.238953177
2225,134026.766213615
2226,182351.10635303
2227,197113.933492165
2228,281007.488309243
2229,261953.834311431
2230,158265.548146824
2231,218884.482853806
2232,184333.526359636
2233,185557.505376204
2234,251693.973528569
2235,221468.630533928
2236,268014.69145087
2237,325837.596964916
2238,198701.227834509
2239,100418.230842743
2240,157108.009254887
2241,158755.412580284
2242,122844.081349869
2243,126086.249401423
2244,99113.7265693814
2245,94105.1706506947
2246,142957.95438023
2247,117599.802576284
2248,123995.901350186
2249,124148.971011736
2250,132049.948353773
2251,158862.191812709
2252,172513.344060574
2253,157205.882637265
2254,177400.741832467
2255,182340.237106681
2256,178125.540868505
2257,213999.840216732
2258,163674.306135698
2259,178920.495624206
2260,151798.047467637
2261,187158.084370332
2262,200253.604987916
2263,363366.654416359
2264,471069.450914017
2265,175839.54515272
2266,311289.351195464
2267,361685.483344074
2268,422354.713966624
2269,148673.820922139
2270,188920.816329237
2271,209023.325390376
2272,198774.241099907
2273,164608.734577114
2274,182103.292799237
2275,171859.560096278
2276,201979.272531244
2277,193880.436969678
2278,142812.243953828
2279,133086.354213148
2280,118747.794632108
2281,168976.608347581
2282,180060.96356015
2283,105340.070013917
2284,114475.384426589
2285,137780.956844311
2286,125636.353471207
2287,369027.363594782
2288,291499.41771003
2289,382924.593031165
2290,462321.581259038
2291,340680.923421951
2292,443015.372009097
2293,493389.665265531
2294,401849.515973911
2295,500717.692718733
2296,323099.292082764
2297,357979.365882988
2298,364096.767272966
2299,356494.491007224
2300,331664.920643813
2301,324224.260811488
2302,263519.549937165
2303,251156.825826402
2304,262536.868965318
2305,194883.242250037
2306,194236.246936835
2307,198742.404170402
2308,262113.535009315
2309,290311.092168728
2310,237035.162705505
2311,228810.929681719
2312,170626.753106365
2313,170028.269647172
2314,164436.337926045
2315,173072.663606338
2316,185483.979596354
2317,185500.641560178
2318,173649.813226152
2319,175259.750183653
2320,176369.852635696
2321,252463.246534008
2322,170051.548055947
2323,191022.699767676
2324,166489.740950771
2325,201993.656843786
2326,174079.223589276
2327,209219.471633531
2328,220025.718857249
2329,189122.114224836
2330,182627.648986556
2331,352641.452258432
2332,405138.541785689
2333,330701.267827583
2334,260707.527986803
2335,285598.055220464
2336,318063.000175333
2337,191574.968236942
2338,270458.940104451
2339,192130.825330478
2340,390607.654365605
2341,226666.307152697
2342,231126.312851379
2343,231574.827381198
2344,207582.798426516
2345,232497.281784929
2346,209384.897927045
2347,195823.167205007
2348,247320.496979933
2349,170667.696070222
2350,313472.282093514
2351,261180.70105869
2352,246823.082659906
2353,242071.523418593
2354,153382.956202925
2355,161162.035462107
2356,148944.56154539
2357,188747.966913837
2358,194526.670788722
2359,132119.760703514
2360,114887.740351862
2361,143018.955101308
2362,179155.03085618
2363,135525.142899614
2364,146188.555088366
2365,227491.593349838
2366,185986.336207109
2367,212423.721337429
2368,210130.484427716
2369,210485.857776994
2370,172563.942749177
2371,169795.358551254
2372,190892.208425043
2373,312873.166516328
2374,312092.348143808
2375,247054.885356414
2376,284456.193934354
2377,337033.529822833
2378,151741.269727859
2379,209152.632066215
2380,155868.094122477
2381,169765.295644255
2382,198856.522629307
2383,202388.003371629
2384,246174.968518936
2385,162630.825325851
2386,140703.994176074
2387,133457.719313633
2388,108999.395822449
2389,120554.518697531
2390,148047.343699295
2391,142268.20444702
2392,116283.992557996
2393,163021.547925927
2394,146126.684779416
2395,198871.303847351
2396,147541.223158902
2397,199812.836526377
2398,138646.322269493
2399,62644.8794285389
2400,66453.5490381311
2401,135770.351690301
2402,134609.038608508
2403,136045.68831667
2404,153252.625309047
2405,148801.172626012
2406,138725.885846082
2407,130096.571254986
2408,137714.075862464
2409,125917.754115101
2410,166335.44029295
2411,111850.396743875
2412,153510.664760672
2413,129937.860757744
2414,151985.169463602
2415,125906.426499907
2416,126975.129683145
2417,132814.914832801
2418,130796.008285332
2419,125930.734623876
2420,125283.863928658
2421,136419.287791585
2422,104724.26766528
2423,117498.993477917
2424,147341.027712164
2425,206305.687890686
2426,129875.886016064
2427,136611.66814561
2428,171483.680868936
2429,116771.532547251
2430,133686.04363629
2431,123163.849672106
2432,150520.345129516
2433,148615.921919622
2434,132234.76313742
2435,154568.089429163
2436,112378.911133578
2437,102928.427260339
2438,126994.159882779
2439,99947.6396404416
2440,126555.782941976
2441,89356.5988588923
2442,99187.9535754621
2443,124575.808567366
2444,123583.471773261
2445,87623.2419218984
2446,129620.052618012
2447,178613.659691623
2448,135868.046929028
2449,116131.960814955
2450,150053.199331551
2451,129573.508584161
2452,177405.102111208
2453,91957.2448880517
2454,125104.890071023
2455,122444.189120885
2456,124521.194045406
2457,129923.011609263
2458,133129.320804565
2459,108987.525384952
2460,132914.609192617
2461,127828.959713639
2462,135016.236426872
2463,124615.690511176
2464,184231.882779609
2465,139897.504480824
2466,120997.163476157
2467,133050.011978498
2468,92637.5457141849
2469,87702.6838491831
2470,183721.025341627
2471,195059.724664266
2472,153991.015905273
2473,110085.9124666
2474,81557.9210003828
2475,220829.319100952
2476,112870.928581871
2477,123830.770965382
2478,146036.794581583
2479,105525.680826328
2480,156079.843988312
2481,114737.897602888
2482,127405.076548469
2483,108172.394515201
2484,118692.222277131
2485,124178.540812796
2486,154393.173001982
2487,194487.222241531
2488,165964.320788034
2489,155601.74372948
2490,139753.375804845
2491,93568.897126319
2492,187689.036890412
2493,157944.158702798
2494,147743.662097283
2495,88164.8887451965
2496,246537.933927677
2497,149773.377021539
2498,112191.341535232
2499,81860.8238217425
2500,129557.71213349
2501,136739.08699042
2502,139505.09397811
2503,95189.7300387012
2504,184178.25841733
2505,219471.947230287
2506,258067.291837288
2507,288015.70245358
2508,255021.950800423
2509,214843.745924532
2510,211719.243417383
2511,175317.901081962
2512,213780.662957236
2513,219139.778952952
2514,245703.041555003
2515,151245.892914815
2516,176088.249095884
2517,146048.578800556
2518,156798.461112246
2519,234671.954965412
2520,215751.720537989
2521,188267.388058939
2522,225210.745706692
2523,122777.952466095
2524,140709.705307589
2525,153654.165857896
2526,139336.398760891
2527,123801.907724748
2528,134452.124662821
2529,142215.564880022
2530,135295.491058638
2531,254027.361104553
2532,226851.689210637
2533,197456.093060783
2534,229359.652232712
2535,280229.049669897
2536,232586.860321041
2537,250369.895641419
2538,180205.906685812
2539,183240.670825692
2540,174638.22658016
2541,177262.670607864
2542,167263.359839703
2543,128418.166384475
2544,118432.461637968
2545,137176.367005771
2546,129278.001635998
2547,147225.150603487
2548,143986.217141612
2549,157255.397907577
2550,728886.285869801
2551,146479.233558795
2552,126252.797807502
2553,80069.5351288779
2554,95986.0872328569
2555,131988.08748963
2556,100834.145969386
2557,113026.744952829
2558,147991.397599892
2559,122561.901995238
2560,147591.875289356
2561,153209.995438128
2562,134416.275829569
2563,153048.227272224
2564,194662.309556551
2565,130007.397774882
2566,157638.378710249
2567,134524.457109656
2568,205653.129676967
2569,201932.856467587
2570,111500.815455035
2571,179313.222347313
2572,142293.624564252
2573,214183.539378507
2574,257710.652156495
2575,132457.90120038
2576,112175.575407541
2577,166031.040849173
2578,76590.667961973
2579,59042.4276249766
2580,85348.6810453915
2581,95256.8284518912
2582,92788.490337106
2583,282436.47336571
2584,166627.576702438
2585,183246.144494338
2586,205582.368150966
2587,192295.692654661
2588,146079.271327324
2589,147694.546449004
2590,204561.227386781
2591,240263.200617446
2592,211818.923510831
2593,260837.857249222
2594,178785.125145936
2595,204262.452146369
2596,291715.074784967
2597,197059.953627443
2598,289070.111675333
2599,354345.479481892
2600,146615.383094869
2601,144101.677980598
2602,83104.4537897237
2603,88069.0947429331
2604,89911.4215212902
2605,79208.4199682939
2606,150217.829534679
2607,213497.992407502
2608,201452.987985316
2609,168798.213054241
2610,106759.295777011
2611,132109.793173392
2612,156888.703734623
2613,131937.370185304
2614,128350.949913572
2615,151729.32476858
2616,147794.048073086
2617,176248.339541189
2618,182227.256907833
2619,188612.571645159
2620,189440.380721868
2621,177667.542633135
2622,180723.402956803
2623,237848.701948366
2624,304312.345538877
2625,289841.343019353
2626,174365.644619649
2627,166284.910019568
2628,470044.457128632
2629,492833.846356391
2630,375185.779870358
2631,464460.226522278
2632,398378.958661527
2633,312521.633306458
2634,417960.873901513
2635,160323.333707835
2636,175013.529986073
2637,176843.751781808
2638,261632.106482276
2639,185259.226855135
2640,157279.076082295
2641,108017.854287458
2642,182136.514449288
2643,103828.923075241
2644,120785.216039404
2645,108561.9046586
2646,95107.45918184
2647,99176.3759714382
2648,141012.501025446
2649,145557.749784664
2650,131740.514666559
2651,138220.492227083
2652,420878.279015819
2653,262282.679390897
2654,268467.048006163
2655,428202.449830046
2656,328094.602515324
2657,362018.008295242
2658,316267.330809838
2659,326557.293390661
2660,374643.595456459
2661,361658.805672778
2662,367703.62203154
2663,293347.509577632
2664,283169.29039677
2665,343713.881071685
2666,293156.614731361
2667,165043.088026589
2668,175062.925510878
2669,174128.561581794
2670,268613.834237624
2671,180961.371848425
2672,185636.533079919
2673,202062.202085337
2674,195927.328834922
2675,173100.090324702
2676,185699.098545853
2677,196140.053196507
2678,241048.474664723
2679,289654.230058232
2680,287148.243951469
2681,401398.953106629
2682,317132.770151988
2683,520318.116786925
2684,330221.133747018
2685,321753.861801165
2686,249770.129962812
2687,306044.092264265
2688,200452.872842532
2689,200168.538148412
2690,431171.389037069
2691,192366.236493728
2692,156729.348731315
2693,187212.372268548
2694,148381.616245649
2695,190636.54255447
2696,182906.780577242
2697,189427.072116077
2698,187773.759189012
2699,168281.330184829
2700,155870.613848034
2701,147317.615288234
2702,119624.547653889
2703,111951.237113516
2704,135605.255591677
2705,116212.458361753
2706,112524.323511946
2707,120040.589978683
2708,131542.85676119
2709,100470.146619908
2710,128410.625569442
2711,272904.904353615
2712,409634.989194723
2713,172781.473596515
2714,150286.011154249
2715,173027.744683649
2716,151503.25904687
2717,192541.812445355
2718,221236.578613163
2719,154270.589570548
2720,171633.90513877
2721,130347.550252816
2722,158945.353275786
2723,138096.867815078
2724,129498.740822497
2725,131168.079973979
2726,146762.675803282
2727,168635.443393518
2728,172148.223083375
2729,146343.627265804
2730,142690.465438958
2731,122962.009494207
2732,133453.859211496
2733,146302.377773851
2734,135629.287611348
2735,134882.158691819
2736,138064.671865993
2737,119243.226111452
2738,129340.631054243
2739,158475.37872144
2740,136608.040779373
2741,147355.346657858
2742,158520.361059191
2743,148760.957434803
2744,160376.273581328
2745,139484.147553684
2746,139367.281737072
2747,148682.253473473
2748,127780.846072959
2749,130518.792964937
2750,137335.271871919
2751,139657.001371257
2752,173744.067076203
2753,149848.376292101
2754,210654.089398905
2755,138736.953364995
2756,95949.4214605204
2757,65119.9070076465
2758,106674.312589001
2759,159948.695805001
2760,128525.384894513
2761,141057.521516815
2762,146072.569850144
2763,179573.873453947
2764,139199.490863884
2765,289379.541616479
2766,119783.763826114
2767,89787.9503794311
2768,134811.987446017
2769,135547.462897442
2770,133897.05256522
2771,100320.08831402
2772,106444.181297659
2773,159405.663607165
2774,134933.078688971
2775,123846.311349279
2776,131783.650650823
2777,129848.140505618
2778,105151.369312197
2779,110562.540161194
2780,87153.4051011588
2781,90569.6972591334
2782,100096.135369019
2783,100047.061442537
2784,120440.335466696
2785,135625.361055787
2786,67827.6181472817
2787,121227.929472638
2788,74147.7224445022
2789,177040.3303739
2790,92178.8902247768
2791,114369.829174344
2792,52415.786168481
2793,161381.756459517
2794,95997.5528112733
2795,119141.414206364
2796,96434.3184828053
2797,181080.676730804
2798,114150.854759904
2799,114820.637056615
2800,64223.3571212834
2801,102536.164301597
2802,134490.76894866
2803,150597.749805796
2804,125956.646623174
2805,93755.2359965964
2806,83385.8594413431
2807,161737.464442819
2808,147794.943669133
2809,129847.775731286
2810,125859.159477126
2811,160037.815464051
2812,161356.973047383
2813,148176.937470008
2814,151548.715063324
2815,94517.6654441743
2816,223681.33851542
2817,157898.546072228
2818,133287.769941067
2819,165562.611228878
2820,140203.280873518
2821,109926.5508001
2822,197382.42392468
2823,373495.817165633
2824,181565.820457664
2825,146556.558744222
2826,134654.838753725
2827,135368.408762539
2828,220022.258438223
2829,209901.521606726
2830,216790.368949689
2831,173389.333050421
2832,247186.46665236
2833,304269.11908484
2834,218182.874723537
2835,230266.685809039
2836,194038.745049759
2837,159927.885296315
2838,151682.719656279
2839,188439.983931439
2840,198433.212626479
2841,203389.629612661
2842,229640.623244944
2843,154360.077159036
2844,169472.344342273
2845,127163.255163274
2846,211589.720951901
2847,207265.508463971
2848,217967.824209059
